"","mouse","human"
"8569","Lipi","LIPI"
"8570","Lipk","LIPK"
"8571","Lipm","LIPM"
"8572","Lipn","LIPN"
"8573","Lipt1","LIPT1"
"8574","Lipt2","LIPT2"
"8575","Litaf","LITAF"
"8576","Lix1","LIX1"
"8577","Lix1l","LIX1L"
"8578","Lkaaear1","LKAAEAR1"
"8579","Llcfc1","LLCFC1"
"8580","Llgl1","LLGL1"
"8581","Llgl2","LLGL2"
"8582","Llph","LLPH"
"8583","Lman1","LMAN1"
"8584","Lman1l","LMAN1L"
"8585","Lman2","LMAN2"
"8586","Lman2l","LMAN2L"
"8587","Lmbr1","LMBR1"
"8588","Lmbr1l","LMBR1L"
"8589","Lmbrd1","LMBRD1"
"8590","Lmbrd2","LMBRD2"
"8591","Lmcd1","LMCD1"
"8592","Lmf1","LMF1"
"8593","Lmf2","LMF2"
"8594","Lmln","LMLN"
"8595","Gm29776","LMLN2"
"8596","Lmna","LMNA"
"8597","Lmnb1","LMNB1"
"8598","Lmnb2","LMNB2"
"8599","Lmntd1","LMNTD1"
"8600","Lmntd2","LMNTD2"
"8601","Lmo1","LMO1"
"8602","Lmo2","LMO2"
"8603","Lmo3","LMO3"
"8604","Lmo4","LMO4"
"8605","Lmo7","LMO7"
"8606","Lmod1","LMOD1"
"8607","Lmod2","LMOD2"
"8608","Lmod3","LMOD3"
"8609","Lmtk2","LMTK2"
"8610","Lmtk3","LMTK3"
"8611","Lmx1a","LMX1A"
"8612","Lmx1b","LMX1B"
"8613","Lnp1","LNP1"
"8614","Lnpep","LNPEP"
"8615","Lnpk","LNPK"
"8616","Lnx1","LNX1"
"8617","Lnx2","LNX2"
"8618","1700034E13Rik","LOC100505841"
"8619","Gm35459","LOC100996274"
"8620","Gm31166","LOC101927853"
"8621","H2al1a","LOC101928761"
"8622","H2al1b","LOC101928761"
"8623","H2al1c","LOC101928761"
"8624","H2al1d","LOC101928761"
"8625","H2al1e","LOC101928761"
"8626","H2al1f","LOC101928761"
"8627","H2al1g","LOC101928761"
"8628","H2al1h","LOC101928761"
"8629","H2al1i","LOC101928761"
"8630","H2al1j","LOC101928761"
"8631","H2al1k","LOC101928761"
"8632","H2al1m","LOC101928761"
"8633","H2al1n","LOC101928761"
"8634","H2al1o","LOC101928761"
"8635","H2al2a","LOC101928761"
"8636","H2al2b","LOC101928761"
"8637","H2al2c","LOC101928761"
"8638","Gm34638","LOC101929070"
"8639","1700015F17Rik","LOC102723899"
"8640","1700001C19Rik","LOC102723903"
"8641","Gm12569","LOC102724657"
"8642","Gm29257","LOC102724737"
"8643","Gm715","LOC389895"
"8644","Gm4881","LOC390937"
"8645","Gm28729","LOC646730"
"8646","6330403K07Rik","LOC728392"
"8647","BB114814","LOC729800"
"8648","Lonp1","LONP1"
"8649","Lonp2","LONP2"
"8650","Lonrf1","LONRF1"
"8651","Lonrf2","LONRF2"
"8652","Lonrf3","LONRF3"
"8653","Lor","LOR"
"8654","Lox","LOX"
"8655","Loxhd1","LOXHD1"
"8656","Loxl1","LOXL1"
"8657","Loxl2","LOXL2"
"8658","Loxl3","LOXL3"
"8659","Loxl4","LOXL4"
"8660","Lpar1","LPAR1"
"8661","Lpar2","LPAR2"
"8662","Lpar3","LPAR3"
"8663","Lpar4","LPAR4"
"8664","Lpar5","LPAR5"
"8665","Lpar6","LPAR6"
"8666","Lpcat1","LPCAT1"
"8667","Lpcat2","LPCAT2"
"8668","Lpcat2b","LPCAT2BP"
"8669","Lpcat3","LPCAT3"
"8670","Lpcat4","LPCAT4"
"8671","Lpgat1","LPGAT1"
"8672","Lpin1","LPIN1"
"8673","Lpin2","LPIN2"
"8674","Lpin3","LPIN3"
"8675","Lpl","LPL"
"8676","Lpo","LPO"
"8677","Lpp","LPP"
"8678","Lpxn","LPXN"
"8679","Lrat","LRAT"
"8680","Lrba","LRBA"
"8681","Lrch1","LRCH1"
"8682","Lrch2","LRCH2"
"8683","Lrch3","LRCH3"
"8684","Lrch4","LRCH4"
"8685","Lrcol1","LRCOL1"
"8686","Lrfn1","LRFN1"
"8687","Lrfn2","LRFN2"
"8688","Lrfn3","LRFN3"
"8689","Lrfn4","LRFN4"
"8690","Lrfn5","LRFN5"
"8691","Lrg1","LRG1"
"8692","Lrguk","LRGUK"
"8693","Lrif1","LRIF1"
"8694","Lrig1","LRIG1"
"8695","Lrig2","LRIG2"
"8696","Lrig3","LRIG3"
"8697","Lrit1","LRIT1"
"8698","Lrit2","LRIT2"
"8699","Lrit3","LRIT3"
"8700","Lrmda","LRMDA"
"8701","Lrmp","LRMP"
"8702","Lrp1","LRP1"
"8703","Lrp10","LRP10"
"8704","Lrp11","LRP11"
"8705","Lrp12","LRP12"
"8706","Lrp1b","LRP1B"
"8707","Lrp2","LRP2"
"8708","Lrp2bp","LRP2BP"
"8709","Lrp3","LRP3"
"8710","Lrp4","LRP4"
"8711","Lrp5","LRP5"
"8712","Lrp6","LRP6"
"8713","Lrp8","LRP8"
"8714","Lrpap1","LRPAP1"
"8715","Lrpprc","LRPPRC"
"8716","Lrr1","LRR1"
"8717","Lrrc1","LRRC1"
"8718","Lrrc10","LRRC10"
"8719","Lrrc10b","LRRC10B"
"8720","Lrrc14","LRRC14"
"8721","Lrrc14b","LRRC14B"
"8722","Lrrc15","LRRC15"
"8723","Lrrc17","LRRC17"
"8724","Lrrc18","LRRC18"
"8725","Lrrc19","LRRC19"
"8726","Lrrc2","LRRC2"
"8727","Lrrc20","LRRC20"
"8728","Lrrc23","LRRC23"
"8729","Lrrc24","LRRC24"
"8730","Lrrc25","LRRC25"
"8731","Lrrc26","LRRC26"
"8732","Lrrc27","LRRC27"
"8733","Lrrc28","LRRC28"
"8734","Lrrc29","LRRC29"
"8735","Lrrc3","LRRC3"
"8736","Lrrc30","LRRC30"
"8737","Lrrc31","LRRC31"
"8738","Lrrc32","LRRC32"
"8739","Lrrc34","LRRC34"
"8740","Lrrc36","LRRC36"
"8741","Gm884","LRRC37A"
"8742","Lrrc37a","LRRC37A"
"8743","Gm884","LRRC37A2"
"8744","Lrrc37a","LRRC37A2"
"8745","Gm884","LRRC37A3"
"8746","Lrrc37a","LRRC37A3"
"8747","Lrrc38","LRRC38"
"8748","Lrrc39","LRRC39"
"8749","Lrrc3b","LRRC3B"
"8750","Lrrc3c","LRRC3C"
"8751","Lrrc4","LRRC4"
"8752","Lrrc40","LRRC40"
"8753","Lrrc41","LRRC41"
"8754","Lrrc42","LRRC42"
"8755","Lrrc43","LRRC43"
"8756","Lrrc45","LRRC45"
"8757","Lrrc46","LRRC46"
"8758","Lrrc47","LRRC47"
"8759","Lrrc49","LRRC49"
"8760","Lrrc4b","LRRC4B"
"8761","Lrrc4c","LRRC4C"
"8762","Lrrc52","LRRC52"
"8763","Lrrc55","LRRC55"
"8764","Lrrc56","LRRC56"
"8765","Lrrc57","LRRC57"
"8766","Lrrc58","LRRC58"
"8767","Lrrc59","LRRC59"
"8768","Lrrc6","LRRC6"
"8769","Lrrc61","LRRC61"
"8770","Lrrc63","LRRC63"
"8771","Lrrc66","LRRC66"
"8772","Lrrc69","LRRC69"
"8773","Lrrc7","LRRC7"
"8774","Lrrc71","LRRC71"
"8775","Lrrc72","LRRC72"
"8776","Lrrc73","LRRC73"
"8777","Lrrc74a","LRRC74A"
"8778","Lrrc74b","LRRC74B"
"8779","Lrrc75a","LRRC75A"
"8780","Lrrc75b","LRRC75B"
"8781","Gm29133","LRRC77P"
"8782","Lrrc8a","LRRC8A"
"8783","Lrrc8b","LRRC8B"
"8784","Lrrc8c","LRRC8C"
"8785","Lrrc8d","LRRC8D"
"8786","Lrrc8e","LRRC8E"
"8787","Lrrc9","LRRC9"
"8788","Lrrcc1","LRRCC1"
"8789","Lrrd1","LRRD1"
"8790","Lrrfip1","LRRFIP1"
"8791","Lrrfip2","LRRFIP2"
"8792","Lrriq1","LRRIQ1"
"8793","Lrriq3","LRRIQ3"
"8794","Lrriq4","LRRIQ4"
"8795","Lrrk1","LRRK1"
"8796","Lrrk2","LRRK2"
"8797","Lrrn1","LRRN1"
"8798","Lrrn2","LRRN2"
"8799","Lrrn3","LRRN3"
"8800","Lrrn4","LRRN4"
"8801","Lrrn4cl","LRRN4CL"
"8802","Lrrtm1","LRRTM1"
"8803","Lrrtm2","LRRTM2"
"8804","Lrrtm3","LRRTM3"
"8805","Lrrtm4","LRRTM4"
"8806","Lrsam1","LRSAM1"
"8807","Lrtm1","LRTM1"
"8808","Lrtm2","LRTM2"
"8809","Lrrc51","LRTOMT"
"8810","Tomt","LRTOMT"
"8811","Lrwd1","LRWD1"
"8812","Lsamp","LSAMP"
"8813","Lsg1","LSG1"
"8814","Lsm1","LSM1"
"8815","Lsm10","LSM10"
"8816","Lsm11","LSM11"
"8817","Lsm12","LSM12"
"8818","Lsm14a","LSM14A"
"8819","Lsm14b","LSM14B"
"8820","Lsm2","LSM2"
"8821","Lsm3","LSM3"
"8822","Lsm4","LSM4"
"8823","Lsm5","LSM5"
"8824","Lsm6","LSM6"
"8825","Lsm7","LSM7"
"8826","Lsm8","LSM8"
"8827","Lsmem1","LSMEM1"
"8828","Lsmem2","LSMEM2"
"8829","Lsp1","LSP1"
"8830","Lsr","LSR"
"8831","Lss","LSS"
"8832","Lst1","LST1"
"8833","Lta","LTA"
"8834","Lta4h","LTA4H"
"8835","Ltb","LTB"
"8836","Ltb4r1","LTB4R"
"8837","Ltb4r2","LTB4R2"
"8838","Ltbp1","LTBP1"
"8839","Ltbp2","LTBP2"
"8840","Ltbp3","LTBP3"
"8841","Ltbp4","LTBP4"
"8842","Ltbr","LTBR"
"8843","Ltc4s","LTC4S"
"8844","Ltf","LTF"
"8845","Ltk","LTK"
"8846","Ltn1","LTN1"
"8847","Oraov1","LTO1"
"8848","Ltv1","LTV1"
"8849","Luc7l","LUC7L"
"8850","Luc7l2","LUC7L2"
"8851","Luc7l3","LUC7L3"
"8852","Lum","LUM"
"8853","Lurap1","LURAP1"
"8854","Lurap1l","LURAP1L"
"8855","Luzp1","LUZP1"
"8856","Luzp2","LUZP2"
"8857","Lvrn","LVRN"
"8858","Lxn","LXN"
"8859","Ly6d","LY6D"
"8860","Ly6e","LY6E"
"8861","Ly6g5b","LY6G5B"
"8862","Ly6g5c","LY6G5C"
"8863","Ly6g6c","LY6G6C"
"8864","Ly6g6d","LY6G6D"
"8865","Ly6g6e","LY6G6E"
"8866","Ly6g6f","LY6G6F"
"8867","Ly6h","LY6H"
"8868","Ly6k","LY6K"
"8869","Ly6l","LY6L"
"8870","Ly75","LY75"
"8871","Ly86","LY86"
"8872","Ly9","LY9"
"8873","Ly96","LY96"
"8874","Lyar","LYAR"
"8875","Lyg1","LYG1"
"8876","Lyg2","LYG2"
"8877","Lyl1","LYL1"
"8878","Lyn","LYN"
"8879","Lynx1","LYNX1"
"8880","Lypd1","LYPD1"
"8881","Lypd2","LYPD2"
"8882","Lypd3","LYPD3"
"8883","Lypd4","LYPD4"
"8884","Lypd5","LYPD5"
"8885","Lypd6","LYPD6"
"8886","Lypd6b","LYPD6B"
"8887","Lypd8","LYPD8"
"8888","Lypla1","LYPLA1"
"8889","Lypla2","LYPLA2"
"8890","Lyplal1","LYPLAL1"
"8891","Lyrm1","LYRM1"
"8892","Lyrm2","LYRM2"
"8893","Lyrm4","LYRM4"
"8894","Lyrm7","LYRM7"
"8895","Lyrm9","LYRM9"
"8896","Lysmd1","LYSMD1"
"8897","Lysmd2","LYSMD2"
"8898","Lysmd3","LYSMD3"
"8899","Lysmd4","LYSMD4"
"8900","Lyst","LYST"
"8901","Lyve1","LYVE1"
"8902","9530003J23Rik","LYZ"
"8903","Lyz1","LYZ"
"8904","Lyz2","LYZ"
"8905","Lyzl1","LYZL1"
"8906","Lyzl1","LYZL2"
"8907","Lyzl4","LYZL4"
"8908","Lyzl6","LYZL6"
"8909","Lzic","LZIC"
"8910","Lztfl1","LZTFL1"
"8911","Lztr1","LZTR1"
"8912","Lzts1","LZTS1"
"8913","Lzts2","LZTS2"
"8914","Lzts3","LZTS3"
"8915","M1ap","M1AP"
"8916","M6pr","M6PR"
"8917","Maats1","MAATS1"
"8918","Mab21l1","MAB21L1"
"8919","Mab21l2","MAB21L2"
"8920","Mab21l3","MAB21L3"
"8921","Macc1","MACC1"
"8922","Macf1","MACF1"
"8923","Maco1","MACO1"
"8924","Macrod1","MACROD1"
"8925","Macrod2","MACROD2"
"8926","Mad1l1","MAD1L1"
"8927","Mad2l1","MAD2L1"
"8928","Mad2l1bp","MAD2L1BP"
"8929","Mad2l2","MAD2L2"
"8930","Madcam1","MADCAM1"
"8931","Madd","MADD"
"8932","Maea","MAEA"
"8933","Mael","MAEL"
"8934","Maf","MAF"
"8935","Maf1","MAF1"
"8936","Mafa","MAFA"
"8937","Mafb","MAFB"
"8938","Maff","MAFF"
"8939","Mafg","MAFG"
"8940","Mafk","MAFK"
"8941","Mag","MAG"
"8942","Magea10","MAGEA10"
"8943","Magea4","MAGEA11"
"8944","Mageb1","MAGEB1"
"8945","Mageb2","MAGEB1"
"8946","Mageb3","MAGEB1"
"8947","Mageb16","MAGEB16"
"8948","Gm5071","MAGEB17"
"8949","Gm5072","MAGEB17"
"8950","Mageb18","MAGEB18"
"8951","Mageb4","MAGEB2"
"8952","Gm14781","MAGEB5"
"8953","Mageb5","MAGEB5"
"8954","Mageb17-ps","MAGEB6"
"8955","Maged1","MAGED1"
"8956","Maged2","MAGED2"
"8957","Magee1","MAGEE1"
"8958","Magee2","MAGEE2"
"8959","Mageh1","MAGEH1"
"8960","Magel2","MAGEL2"
"8961","Magi1","MAGI1"
"8962","Magi2","MAGI2"
"8963","Magi3","MAGI3"
"8964","Magix","MAGIX"
"8965","Magoh","MAGOH"
"8966","Magohb","MAGOHB"
"8967","Magt1","MAGT1"
"8968","Maip1","MAIP1"
"8969","Majin","MAJIN"
"8970","Mak","MAK"
"8971","Mak16","MAK16"
"8972","Mal","MAL"
"8973","Mal2","MAL2"
"8974","Malat1","MALAT1"
"8975","Mall","MALL"
"8976","Malrd1","MALRD1"
"8977","Malsu1","MALSU1"
"8978","Malt1","MALT1"
"8979","Mamdc2","MAMDC2"
"8980","Mamdc4","MAMDC4"
"8981","Maml1","MAML1"
"8982","Maml2","MAML2"
"8983","Maml3","MAML3"
"8984","Mamld1","MAMLD1"
"8985","Mamstr","MAMSTR"
"8986","Man1a","MAN1A1"
"8987","Man1a2","MAN1A2"
"8988","Man1b1","MAN1B1"
"8989","Man1c1","MAN1C1"
"8990","Man2a1","MAN2A1"
"8991","Man2a2","MAN2A2"
"8992","Man2b1","MAN2B1"
"8993","Man2b2","MAN2B2"
"8994","Man2c1","MAN2C1"
"8995","Manba","MANBA"
"8996","Manbal","MANBAL"
"8997","Manea","MANEA"
"8998","Maneal","MANEAL"
"8999","Manf","MANF"
"9000","Mansc1","MANSC1"
"9001","Mansc4","MANSC4"
"9002","Maoa","MAOA"
"9003","Maob","MAOB"
"9004","Map10","MAP10"
"9005","Map1a","MAP1A"
"9006","Map1b","MAP1B"
"9007","Map1lc3a","MAP1LC3A"
"9008","Map1lc3b","MAP1LC3B"
"9009","Map1s","MAP1S"
"9010","Map2","MAP2"
"9011","Map2k1","MAP2K1"
"9012","Map2k2","MAP2K2"
"9013","Map2k3","MAP2K3"
"9014","Map2k4","MAP2K4"
"9015","Map2k5","MAP2K5"
"9016","Map2k6","MAP2K6"
"9017","Map2k7","MAP2K7"
"9018","Map3k1","MAP3K1"
"9019","Map3k10","MAP3K10"
"9020","Map3k11","MAP3K11"
"9021","Map3k12","MAP3K12"
"9022","Map3k13","MAP3K13"
"9023","Map3k14","MAP3K14"
"9024","Map3k15","MAP3K15"
"9025","Map3k19","MAP3K19"
"9026","Map3k2","MAP3K2"
"9027","Map3k20","MAP3K20"
"9028","Map3k21","MAP3K21"
"9029","Map3k3","MAP3K3"
"9030","Map3k4","MAP3K4"
"9031","Map3k5","MAP3K5"
"9032","Map3k6","MAP3K6"
"9033","Map3k7","MAP3K7"
"9034","Map3k7cl","MAP3K7CL"
"9035","Map3k8","MAP3K8"
"9036","Map3k9","MAP3K9"
"9037","Map4","MAP4"
"9038","Map4k1","MAP4K1"
"9039","Map4k2","MAP4K2"
"9040","Map4k3","MAP4K3"
"9041","Map4k4","MAP4K4"
"9042","Map4k5","MAP4K5"
"9043","Map6","MAP6"
"9044","Map6d1","MAP6D1"
"9045","Map7","MAP7"
"9046","Map7d1","MAP7D1"
"9047","Map7d2","MAP7D2"
"9048","Map7d3","MAP7D3"
"9049","Map9","MAP9"
"9050","Mapk1","MAPK1"
"9051","Mapk10","MAPK10"
"9052","Mapk11","MAPK11"
"9053","Mapk12","MAPK12"
"9054","Mapk13","MAPK13"
"9055","Mapk14","MAPK14"
"9056","Mapk15","MAPK15"
"9057","Mapk1ip1l","MAPK1IP1L"
"9058","Mapk3","MAPK3"
"9059","Mapk4","MAPK4"
"9060","Mapk6","MAPK6"
"9061","Mapk7","MAPK7"
"9062","Mapk8","MAPK8"
"9063","Mapk8ip1","MAPK8IP1"
"9064","Mapk8ip2","MAPK8IP2"
"9065","Mapk8ip3","MAPK8IP3"
"9066","Mapk9","MAPK9"
"9067","Mapkap1","MAPKAP1"
"9068","Mapkapk2","MAPKAPK2"
"9069","Mapkapk3","MAPKAPK3"
"9070","Mapkapk5","MAPKAPK5"
"9071","Mapkbp1","MAPKBP1"
"9072","Mapre1","MAPRE1"
"9073","Mapre2","MAPRE2"
"9074","Mapre3","MAPRE3"
"9075","Mapt","MAPT"
"9076","Marc1","MARC1"
"9077","Marc2","MARC2"
"9078","March1","MARCH1"
"9079","March10","MARCH10"
"9080","March11","MARCH11"
"9081","March2","MARCH2"
"9082","March3","MARCH3"
"9083","March4","MARCH4"
"9084","March5","MARCH5"
"9085","March6","MARCH6"
"9086","March7","MARCH7"
"9087","March8","MARCH8"
"9088","March9","MARCH9"
"9089","Marcks","MARCKS"
"9090","Marcksl1","MARCKSL1"
"9091","Marco","MARCO"
"9092","Marf1","MARF1"
"9093","Mark1","MARK1"
"9094","Mark2","MARK2"
"9095","Mark3","MARK3"
"9096","Mark4","MARK4"
"9097","Mars","MARS"
"9098","Mars2","MARS2"
"9099","Marveld1","MARVELD1"
"9100","Marveld2","MARVELD2"
"9101","Marveld3","MARVELD3"
"9102","Mas1","MAS1"
"9103","Masp1","MASP1"
"9104","Masp2","MASP2"
"9105","Mast1","MAST1"
"9106","Mast2","MAST2"
"9107","Mast3","MAST3"
"9108","Mast4","MAST4"
"9109","Mastl","MASTL"
"9110","Mat1a","MAT1A"
"9111","Mat2a","MAT2A"
"9112","Mat2b","MAT2B"
"9113","Matk","MATK"
"9114","Matn1","MATN1"
"9115","Matn2","MATN2"
"9116","Matn3","MATN3"
"9117","Matn4","MATN4"
"9118","Matr3","MATR3"
"9119","Mau2","MAU2"
"9120","Mavs","MAVS"
"9121","Max","MAX"
"9122","Maz","MAZ"
"9123","Mb","MB"
"9124","Mb21d2","MB21D2"
"9125","Mbd1","MBD1"
"9126","Mbd2","MBD2"
"9127","Mbd3","MBD3"
"9128","Mbd3l1","MBD3L1"
"9129","Mbd3l2","MBD3L2"
"9130","Mbd3l2","MBD3L2B"
"9131","Mbd3l2","MBD3L3"
"9132","Mbd3l2","MBD3L4"
"9133","Mbd3l2","MBD3L5"
"9134","Mbd4","MBD4"
"9135","Mbd5","MBD5"
"9136","Mbd6","MBD6"
"9137","Mbip","MBIP"
"9138","Mbl1","MBL1P"
"9139","Mbl2","MBL2"
"9140","Mblac1","MBLAC1"
"9141","Mblac2","MBLAC2"
"9142","Mbnl1","MBNL1"
"9143","Mbnl2","MBNL2"
"9144","Mbnl3","MBNL3"
"9145","Mboat1","MBOAT1"
"9146","Mboat2","MBOAT2"
"9147","Mboat4","MBOAT4"
"9148","Mboat7","MBOAT7"
"9149","Mbp","MBP"
"9150","Mbtd1","MBTD1"
"9151","Mbtps1","MBTPS1"
"9152","Mbtps2","MBTPS2"
"9153","Mc1r","MC1R"
"9154","Mc2r","MC2R"
"9155","Mc3r","MC3R"
"9156","Mc4r","MC4R"
"9157","Mc5r","MC5R"
"9158","Mcam","MCAM"
"9159","Mcat","MCAT"
"9160","Mcc","MCC"
"9161","Mccc1","MCCC1"
"9162","Mccc2","MCCC2"
"9163","Mcee","MCEE"
"9164","Mcemp1","MCEMP1"
"9165","Mcf2","MCF2"
"9166","Mcf2l","MCF2L"
"9167","Mcfd2","MCFD2"
"9168","Mchr1","MCHR1"
"9169","Mcidas","MCIDAS"
"9170","Mcl1","MCL1"
"9171","Mcm10","MCM10"
"9172","Mcm2","MCM2"
"9173","Mcm3","MCM3"
"9174","Mcm3ap","MCM3AP"
"9175","Mcm4","MCM4"
"9176","Mcm5","MCM5"
"9177","Mcm6","MCM6"
"9178","Mcm7","MCM7"
"9179","Mcm8","MCM8"
"9180","Mcm9","MCM9"
"9181","Mcmbp","MCMBP"
"9182","Mcmdc2","MCMDC2"
"9183","Mcoln1","MCOLN1"
"9184","Mcoln2","MCOLN2"
"9185","Mcoln3","MCOLN3"
"9186","Mcph1","MCPH1"
"9187","Mcrip1","MCRIP1"
"9188","Mcrip2","MCRIP2"
"9189","Mcrs1","MCRS1"
"9190","Mctp1","MCTP1"
"9191","Mctp2","MCTP2"
"9192","Mcts1","MCTS1"
"9193","Mcts2","MCTS2P"
"9194","Mcu","MCU"
"9195","Mcub","MCUB"
"9196","Mcur1","MCUR1"
"9197","Mdc1","MDC1"
"9198","Mdfi","MDFI"
"9199","Mdfic","MDFIC"
"9200","Mdga1","MDGA1"
"9201","Mdga2","MDGA2"
"9202","Mdh1","MDH1"
"9203","Mdh1b","MDH1B"
"9204","Mdh2","MDH2"
"9205","Mdk","MDK"
"9206","Mdm1","MDM1"
"9207","Mdm2","MDM2"
"9208","Mdm4","MDM4"
"9209","Mdn1","MDN1"
"9210","Mdp1","MDP1"
"9211","Me1","ME1"
"9212","Me2","ME2"
"9213","Me3","ME3"
"9214","Mea1","MEA1"
"9215","Meaf6","MEAF6"
"9216","Mecom","MECOM"
"9217","Mecp2","MECP2"
"9218","Mecr","MECR"
"9219","Med1","MED1"
"9220","Med10","MED10"
"9221","Med11","MED11"
"9222","Med12","MED12"
"9223","Med12l","MED12L"
"9224","Med13","MED13"
"9225","Med13l","MED13L"
"9226","Med14","MED14"
"9227","Med15","MED15"
"9228","Med16","MED16"
"9229","Med17","MED17"
"9230","Med18","MED18"
"9231","Med19","MED19"
"9232","Med20","MED20"
"9233","Med21","MED21"
"9234","Med22","MED22"
"9235","Med23","MED23"
"9236","Med24","MED24"
"9237","Med25","MED25"
"9238","Med26","MED26"
"9239","Med27","MED27"
"9240","Med28","MED28"
"9241","Med29","MED29"
"9242","Med30","MED30"
"9243","Med31","MED31"
"9244","Med4","MED4"
"9245","Med6","MED6"
"9246","Med7","MED7"
"9247","Med8","MED8"
"9248","Med9","MED9"
"9249","Medag","MEDAG"
"9250","Mef2a","MEF2A"
"9251","Mef2b","MEF2B"
"9252","Mef2c","MEF2C"
"9253","Mef2d","MEF2D"
"9254","Mefv","MEFV"
"9255","Meg3","MEG3"
"9256","Rian","MEG8"
"9257","Megf10","MEGF10"
"9258","Megf11","MEGF11"
"9259","Megf6","MEGF6"
"9260","Megf8","MEGF8"
"9261","Megf9","MEGF9"
"9262","Mei1","MEI1"
"9263","Mei4","MEI4"
"9264","Meig1","MEIG1"
"9265","Meikin","MEIKIN"
"9266","Meiob","MEIOB"
"9267","Meioc","MEIOC"
"9268","Meis1","MEIS1"
"9269","Meis2","MEIS2"
"9270","Meis3","MEIS3"
"9271","Melk","MELK"
"9272","Meltf","MELTF"
"9273","Memo1","MEMO1"
"9274","Men1","MEN1"
"9275","Meox1","MEOX1"
"9276","Meox2","MEOX2"
"9277","Mep1a","MEP1A"
"9278","Mep1b","MEP1B"
"9279","Mepce","MEPCE"
"9280","Mepe","MEPE"
"9281","Mertk","MERTK"
"9282","Mesd","MESD"
"9283","Mesp1","MESP1"
"9284","Mesp2","MESP2"
"9285","Mest","MEST"
"9286","Met","MET"
"9287","Metap1","METAP1"
"9288","Metap1d","METAP1D"
"9289","Metap2","METAP2"
"9290","Metrn","METRN"
"9291","Metrnl","METRNL"
"9292","Mettl1","METTL1"
"9293","Mettl11b","METTL11B"
"9294","Mettl13","METTL13"
"9295","Mettl14","METTL14"
"9296","Mettl15","METTL15"
"9297","Mettl16","METTL16"
"9298","Mettl17","METTL17"
"9299","Mettl18","METTL18"
"9300","Mettl21a","METTL21A"
"9301","Mettl21c","METTL21C"
"9302","Mettl21e","METTL21EP"
"9303","Mettl22","METTL22"
"9304","Mettl23","METTL23"
"9305","Mettl24","METTL24"
"9306","Mettl25","METTL25"
"9307","Mettl26","METTL26"
"9308","Mettl27","METTL27"
"9309","Mettl2","METTL2A"
"9310","Mettl3","METTL3"
"9311","Mettl4","METTL4"
"9312","Mettl5","METTL5"
"9313","Mettl6","METTL6"
"9314","Mettl7a1","METTL7A"
"9315","Mettl7a2","METTL7A"
"9316","Mettl7a3","METTL7A"
"9317","Mettl7b","METTL7B"
"9318","Mettl8","METTL8"
"9319","Mettl9","METTL9"
"9320","Mex3a","MEX3A"
"9321","Mex3b","MEX3B"
"9322","Mex3c","MEX3C"
"9323","Mex3d","MEX3D"
"9324","Mfap1a","MFAP1"
"9325","Mfap1b","MFAP1"
"9326","Mfap2","MFAP2"
"9327","Mfap3","MFAP3"
"9328","Mfap3l","MFAP3L"
"9329","Mfap4","MFAP4"
"9330","Mfap5","MFAP5"
"9331","Mff","MFF"
"9332","Mfge8","MFGE8"
"9333","Mfhas1","MFHAS1"
"9334","Mfn1","MFN1"
"9335","Mfn2","MFN2"
"9336","Mfng","MFNG"
"9337","Mfrp","MFRP"
"9338","Mfsd1","MFSD1"
"9339","Mfsd10","MFSD10"
"9340","Mfsd11","MFSD11"
"9341","Mfsd12","MFSD12"
"9342","Mfsd13a","MFSD13A"
"9343","Mfsd13b","MFSD13B"
"9344","Mfsd14a","MFSD14A"
"9345","Mfsd14b","MFSD14B"
"9346","Mfsd2a","MFSD2A"
"9347","Mfsd2b","MFSD2B"
"9348","Mfsd3","MFSD3"
"9349","Mfsd4a","MFSD4A"
"9350","Mfsd4b1","MFSD4B"
"9351","Mfsd4b2","MFSD4B"
"9352","Mfsd4b3","MFSD4B"
"9353","Mfsd4b4","MFSD4B"
"9354","Mfsd4b5","MFSD4B"
"9355","Mfsd5","MFSD5"
"9356","Mfsd6","MFSD6"
"9357","Mfsd6l","MFSD6L"
"9358","Mfsd8","MFSD8"
"9359","Mfsd9","MFSD9"
"9360","Mga","MGA"
"9361","Mgam","MGAM"
"9362","Mgarp","MGARP"
"9363","Mgat1","MGAT1"
"9364","Mgat2","MGAT2"
"9365","Mgat3","MGAT3"
"9366","Mgat4a","MGAT4A"
"9367","Mgat4b","MGAT4B"
"9368","Mgat4c","MGAT4C"
"9369","Mgat4d","MGAT4D"
"9370","Mgat4e","MGAT4EP"
"9371","Mgat5","MGAT5"
"9372","Mgat5b","MGAT5B"
"9373","Mgll","MGLL"
"9374","Mgme1","MGME1"
"9375","Mgmt","MGMT"
"9376","Mgp","MGP"
"9377","Mgrn1","MGRN1"
"9378","Mgst1","MGST1"
"9379","Mgst2","MGST2"
"9380","Mgst3","MGST3"
"9381","Mhrt","MHRT"
"9382","Mia","MIA"
"9383","Mia2","MIA2"
"9384","Mia3","MIA3"
"9385","Miat","MIAT"
"9386","Mib1","MIB1"
"9387","Mib2","MIB2"
"9388","Mical1","MICAL1"
"9389","Mical2","MICAL2"
"9390","Mical3","MICAL3"
"9391","Micalcl","MICALCL"
"9392","Micall1","MICALL1"
"9393","Micall2","MICALL2"
"9394","Mill2","MICB"
"9395","Micu1","MICU1"
